CC,CCL,CCO,CI,CLC,CLLC,LDC,LLDC,LCOM5,NL,NLE,WMC,CBO,CBOI,NII,NOI,RFC,AD,CD,CLOC,DLOC,PDA,PUA,TCD,TCLOC,DIT,NOA,NOC,NOD,NOP,LLOC,LOC,NA,NG,NLA,NLG,NLM,NLPA,NLPM,NLS,NM,NOS,NPA,NPM,NS,TLLOC,TLOC,TNA,TNG,TNLA,TNLG,TNLM,TNLPA,TNLPM,TNLS,TNM,TNOS,TNPA,TNPM,TNS,bug
0.575163,2,8,2,0.468085,0.487179,22,19,2,3,2,5,6,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,39,47,2,0,2,0,2,0,2,0,2,14,0,2,0,39,47,2,0,2,0,2,0,2,0,2,14,0,2,0,false
0.579505,2,8,2,0.534247,0.542373,39,32,1,4,3,4,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,59,73,4,0,4,0,1,0,1,0,1,24,0,1,0,59,73,4,0,4,0,1,0,1,0,1,24,0,1,0,false
0.579505,2,8,2,0.534247,0.542373,39,32,1,4,3,4,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,59,73,4,0,4,0,1,0,1,0,1,24,0,1,0,59,73,4,0,4,0,1,0,1,0,1,24,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,5,0,10,10,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,24,31,4,3,4,3,5,0,5,0,5,8,0,5,0,24,31,4,3,4,3,5,0,5,0,5,8,0,5,0,false
0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,5,8,0.5,0.176471,3,3,1,1,0.15,3,0,0,0,0,0,14,19,0,1,0,1,3,0,1,0,3,6,0,1,0,17,22,1,1,1,1,3,0,1,0,3,6,0,1,0,false
0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,false
0.048309,3,19,3,0.038902,0.045455,17,17,1,5,5,75,19,1,1,43,61,0,0.088889,28,0,0,7,0.069652,28,1,1,0,0,1,287,335,5,7,5,7,18,0,6,0,18,171,0,6,0,374,437,9,7,9,7,30,0,11,0,36,212,0,14,0,false
0,0,0,0,0,0,0,0,1,1,1,14,1,1,5,5,11,0,0,0,0,0,3,0,0,1,1,0,0,1,46,55,4,0,2,0,6,0,2,0,12,23,0,5,0,46,55,4,0,2,0,6,0,2,0,12,23,0,5,0,false
0.479042,3,19,3,0.361702,0.414634,17,17,1,1,1,16,0,2,8,0,6,0,0,0,0,0,4,0,0,0,0,1,1,0,41,47,2,0,2,0,6,0,3,0,6,18,0,3,0,41,47,2,0,2,0,6,0,3,0,6,18,0,3,0,false
0,0,0,0,0,0,0,0,3,0,0,3,8,1,0,4,7,0,0,0,0,0,4,0,0,1,1,0,0,1,15,18,0,0,0,0,3,0,3,0,3,4,0,3,0,15,18,0,0,0,0,3,0,3,0,3,4,0,3,0,false
0,0,0,0,0,0,0,0,2,0,0,8,9,1,0,8,16,0,0,0,0,0,8,0,0,1,1,0,0,1,44,53,5,2,5,2,8,0,7,0,8,13,0,7,0,44,53,5,2,5,2,8,0,7,0,8,13,0,7,0,false
0.504382,13,41,38,0.207977,0.282353,73,72,0,0,0,1,3,49,1,3,4,1,0.087336,20,18,2,0,0.072727,20,0,0,0,0,0,209,293,131,0,131,0,1,131,1,0,1,66,131,1,0,255,351,133,7,133,7,12,131,9,0,12,83,131,9,0,true
0.327273,1,4,1,0.189655,0.23913,11,11,1,2,1,15,1,26,48,1,12,0,0,0,0,0,9,0,0,0,0,0,0,0,46,58,2,7,2,7,11,0,8,0,11,17,0,8,0,46,58,2,7,2,7,11,0,8,0,11,17,0,8,0,false
0,0,0,0,0,0,0,0,1,4,4,44,26,7,14,29,42,0,0.005319,1,0,0,7,0.004367,1,0,0,0,0,0,187,217,2,4,2,4,13,0,6,0,13,108,0,6,0,228,265,4,4,4,4,17,0,8,1,17,128,0,8,1,true
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,1,2,2,9,1,1,7,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,38,45,2,0,2,0,3,0,1,1,3,19,0,1,1,38,45,2,0,2,0,3,0,1,1,3,19,0,1,1,true
0.052993,1,4,1,0.035088,0.039007,12,11,1,2,2,69,67,40,73,37,80,0,0.013986,4,0,0,42,0.013986,4,1,1,0,0,1,282,342,9,31,9,31,43,1,41,0,43,117,1,41,0,282,342,9,31,9,31,43,1,41,0,43,117,1,41,0,true
0.093426,1,4,1,0.053333,0.06044,12,11,1,1,1,49,33,10,4,39,80,0,0,0,0,0,40,0,0,1,1,0,0,1,182,225,2,30,2,30,41,0,39,0,41,54,0,39,0,182,225,2,30,2,30,41,0,39,0,41,54,0,39,0,false
0,0,0,0,0,0,0,0,1,1,1,5,4,1,1,3,5,0,0,0,0,0,3,0,0,1,1,0,0,1,25,29,3,0,3,0,2,0,2,0,2,12,0,2,0,25,29,3,0,3,0,2,0,2,0,2,12,0,2,0,false
0,0,0,0,0,0,0,0,1,1,1,14,13,8,10,14,25,0,0.013513,1,0,0,10,0.013513,1,1,1,0,0,1,73,87,4,2,4,2,11,1,9,0,11,33,1,9,0,73,87,4,2,4,2,11,1,9,0,11,33,1,9,0,false
0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,3,4,0,0,0,0,0,2,0,0,1,1,0,0,1,12,15,2,1,0,0,1,0,1,0,34,5,0,30,0,23,28,3,1,1,0,3,0,3,1,36,7,0,32,1,false
0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,2,0,0,0,0,0,3,0,0,1,2,0,0,2,11,13,1,0,1,0,2,0,2,1,2,2,0,2,1,11,13,1,0,1,0,2,0,2,1,2,2,0,2,1,false
0.11692,3,17,4,0.11326,0.133987,41,41,3,3,3,76,21,89,126,25,75,0,0,0,0,0,46,0,0,2,5,0,0,3,306,362,9,21,9,21,50,0,45,11,50,137,0,45,11,306,362,9,21,9,21,50,0,45,11,50,137,0,45,11,false
0,0,0,0,0,0,0,0,1,4,4,108,65,110,236,128,172,0.04878,0.030864,15,6,2,39,0.029644,15,0,0,0,0,0,471,565,29,21,29,21,44,16,40,4,44,278,16,40,4,491,587,29,21,29,21,46,16,41,4,46,286,16,41,4,true
0,0,0,0,0,0,0,0,1,3,3,6,4,1,0,5,7,0,0,0,0,0,2,0,0,0,0,0,0,0,20,22,0,0,0,0,2,0,1,0,2,8,0,1,0,20,22,0,0,0,0,2,0,1,0,2,8,0,1,0,false
0,0,0,0,0,0,0,0,1,3,3,5,5,1,1,3,5,0,0,0,0,0,2,0,0,0,0,0,0,0,21,24,2,0,2,0,2,0,1,0,2,8,0,1,0,21,24,2,0,2,0,2,0,1,0,2,8,0,1,0,false
0,0,0,0,0,0,0,0,1,5,5,13,6,2,1,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,53,62,3,0,3,0,2,0,0,0,2,30,0,0,0,67,78,3,0,3,0,5,0,3,0,5,32,0,3,0,false
0,0,0,0,0,0,0,0,3,1,1,4,5,1,0,2,5,0,0,0,0,0,4,0,0,1,1,0,0,1,14,16,0,0,0,0,3,0,3,0,3,2,0,3,0,14,16,0,0,0,0,3,0,3,0,3,2,0,3,0,false
0,0,0,0,0,0,0,0,1,3,3,30,3,19,29,2,13,0.142857,0.078947,9,9,1,6,0.051724,9,0,0,0,0,0,105,141,5,0,5,0,11,0,6,2,11,55,0,6,2,165,209,5,0,5,0,18,0,11,2,22,83,0,11,2,false
0,0,0,0,0,0,0,0,1,2,2,3,4,0,0,3,4,0,0,0,0,0,2,0,0,1,1,0,0,1,13,14,0,0,0,0,1,0,1,0,5,6,0,1,0,13,14,0,0,0,0,1,0,1,0,5,6,0,1,0,false
0,0,0,0,0,0,0,0,3,2,2,14,4,2,5,3,9,0,0,0,0,0,5,0,0,0,0,0,0,0,47,54,0,0,0,0,6,0,4,0,6,22,0,4,0,47,54,0,0,0,0,6,0,4,0,6,22,0,4,0,false
0,0,0,0,0,0,0,0,7,0,0,7,3,0,0,6,13,0,0.033898,2,0,0,8,0.033898,2,0,0,0,0,0,57,76,0,0,0,0,7,0,7,0,7,32,0,7,0,57,76,0,0,0,0,7,0,7,0,7,32,0,7,0,false
0,0,0,0,0,0,0,0,5,0,0,5,3,2,0,1,6,0,0,0,0,0,6,0,0,1,1,0,0,1,20,25,0,0,0,0,5,0,5,0,5,3,0,5,0,20,25,0,0,0,0,5,0,5,0,5,3,0,5,0,false
0,0,0,0,0,0,0,0,3,3,3,13,10,22,42,9,16,0,0,0,0,0,7,0,0,0,0,0,0,0,40,48,1,2,1,2,7,0,6,0,7,18,0,6,0,40,48,1,2,1,2,7,0,6,0,7,18,0,6,0,false
0,0,0,0,0,0,0,0,1,0,0,2,3,1,2,1,3,1,0.388889,14,13,2,0,0.388889,14,0,0,1,1,0,22,41,2,1,2,1,2,0,1,0,2,12,0,1,0,22,41,2,1,2,1,2,0,1,0,2,12,0,1,0,false
0.245098,2,9,2,0.146552,0.253731,17,17,1,1,1,16,7,1,1,3,14,0.583333,0.37963,41,41,7,5,0.37963,41,1,1,0,0,1,67,116,7,5,7,5,11,0,11,1,11,28,0,11,1,67,116,7,5,7,5,11,0,11,1,11,28,0,11,1,false
0,0,0,0,0,0,0,0,3,0,0,9,0,1,0,0,9,1,0.53125,34,34,10,0,0.53125,34,0,0,0,0,0,30,69,1,6,1,6,9,0,9,0,9,9,0,9,0,30,69,1,6,1,6,9,0,9,0,9,9,0,9,0,false
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,6,6,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,2,1,1,28,22,2,1,22,45,0.521739,0.352941,54,51,12,11,0.352941,54,1,1,0,0,1,99,178,3,19,3,19,23,0,22,0,23,42,0,22,0,99,178,3,19,3,19,23,0,22,0,23,42,0,22,0,true
0.412214,1,4,2,0.234234,0.387097,26,24,2,1,1,12,8,3,8,14,23,0.375,0.326087,30,30,3,5,0.326087,30,1,2,0,0,2,62,111,5,3,3,2,9,0,7,1,13,31,0,9,2,62,111,5,3,3,2,9,0,7,1,13,31,0,9,2,false
0,0,0,0,0,0,0,0,1,3,3,7,2,6,26,3,7,1,0.596774,37,35,3,0,0.596774,37,0,0,3,3,0,25,62,2,1,2,1,4,0,2,1,4,10,0,2,1,25,62,2,1,2,1,4,0,2,1,4,10,0,2,1,false
0.102881,2,9,2,0.077273,0.129771,17,17,2,4,4,33,6,3,7,5,20,0.733333,0.351485,71,69,11,4,0.351485,71,1,1,0,0,1,131,220,8,3,6,2,15,0,14,3,19,59,0,16,4,131,220,8,3,6,2,15,0,14,3,19,59,0,16,4,false
0,0,0,0,0,0,0,0,1,3,3,30,11,4,16,10,31,0,0.085938,11,7,0,14,0.085938,11,1,1,0,0,1,117,158,9,9,7,8,21,0,13,0,25,52,0,15,1,117,158,9,9,7,8,21,0,13,0,25,52,0,15,1,false
0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,5,0.833333,0.485714,17,15,5,1,0.485714,17,0,0,0,0,0,18,36,0,4,0,4,5,0,5,0,5,4,0,5,0,18,36,0,4,0,4,5,0,5,0,5,4,0,5,0,false
0.221239,2,9,2,0.116438,0.217949,17,17,4,2,2,21,5,2,1,6,19,0.727273,0.41791,56,54,8,3,0.41791,56,0,0,0,0,0,78,146,5,3,5,3,13,0,10,2,13,32,0,10,2,78,146,5,3,5,3,13,0,10,2,13,32,0,10,2,true
0,0,0,0,0,0,0,0,2,1,1,21,5,1,1,6,19,0.166667,0.0625,6,6,2,10,0.0625,6,0,0,0,0,0,90,109,3,1,3,1,13,0,11,2,13,39,0,11,2,90,109,3,1,3,1,13,0,11,2,13,39,0,11,2,true
0.205,1,4,2,0.15493,0.203704,22,22,1,3,3,12,4,0,0,6,11,0.25,0.076923,9,8,1,3,0.076923,9,1,1,0,0,1,108,142,5,1,3,0,5,0,3,0,7,61,0,4,0,108,142,5,1,3,0,5,0,3,0,7,61,0,4,0,false
0,0,0,0,0,0,0,0,1,0,0,12,6,1,1,13,25,0,0,0,0,0,13,0,0,1,1,0,0,1,62,75,6,9,0,6,12,0,12,0,28,13,0,24,3,62,75,6,9,0,6,12,0,12,0,28,13,0,24,3,false
0,0,0,0,0,0,0,0,0,0,0,3,6,1,1,4,7,0,0,0,0,0,4,0,0,1,1,0,0,1,17,20,6,5,0,2,3,0,3,0,19,4,0,15,3,17,20,6,5,0,2,3,0,3,0,19,4,0,15,3,false
0.723684,1,1,1,0.5,0.5,10,8,0,0,0,2,6,1,1,5,7,0,0,0,0,0,3,0,0,1,1,0,0,1,16,20,6,4,0,1,2,0,2,0,18,7,0,14,3,16,20,6,4,0,1,2,0,2,0,18,7,0,14,3,false
0,0,0,0,0,0,0,0,0,0,0,5,6,1,1,7,12,0,0,0,0,0,6,0,0,1,1,0,0,1,30,36,6,7,0,4,5,0,5,0,21,10,0,17,3,30,36,6,7,0,4,5,0,5,0,21,10,0,17,3,false
0,0,0,0,0,0,0,0,1,0,0,5,6,1,1,6,11,0,0,0,0,0,5,0,0,1,1,0,0,1,27,32,6,5,0,2,5,0,4,0,21,6,0,16,3,27,32,6,5,0,2,5,0,4,0,21,6,0,16,3,false
0.528846,1,1,1,0.3125,0.307692,10,8,0,0,0,4,6,1,1,7,11,0,0,0,0,0,5,0,0,1,1,0,0,1,26,32,6,6,0,3,4,0,4,0,20,9,0,16,3,26,32,6,6,0,3,4,0,4,0,20,9,0,16,3,false
0,0,0,0,0,0,0,0,1,0,0,8,7,1,1,10,18,0,0,0,0,0,8,0,0,1,1,0,0,1,41,49,6,9,0,6,8,0,7,0,24,9,0,19,3,41,49,6,9,0,6,8,0,7,0,24,9,0,19,3,false
0,0,0,0,0,0,0,0,4,3,3,37,4,23,29,6,22,0,0,0,0,0,13,0,0,0,0,22,22,0,141,162,6,3,6,3,16,0,12,3,16,65,0,12,3,161,186,9,5,9,5,19,0,15,3,19,72,0,15,3,false
0,0,0,0,0,0,0,0,0,1,1,4,0,1,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,20,24,3,2,3,2,3,0,3,0,3,7,0,3,0,20,24,3,2,3,2,3,0,3,0,3,7,0,3,0,false
0.166906,1,2,2,0.112069,0.108108,26,20,1,1,1,31,25,2,1,36,64,0,0,0,0,0,28,0,0,1,1,0,0,1,185,232,22,28,16,25,28,0,27,0,44,76,0,39,3,185,232,22,28,16,25,28,0,27,0,44,76,0,39,3,false
0.355705,1,1,1,0.321429,0.326087,18,15,1,1,1,7,7,2,1,6,12,0,0.025641,1,0,0,6,0.021277,1,1,1,0,0,1,38,47,9,6,3,3,6,0,5,0,22,11,0,17,3,46,56,9,6,3,3,8,0,7,0,24,13,0,19,3,false
1,1,1,1,1,1,11,10,2,0,0,2,3,0,0,0,2,0,0,0,0,0,3,0,0,1,1,0,0,1,10,11,0,0,0,0,2,0,2,0,2,2,0,2,0,10,11,0,0,0,0,2,0,2,0,2,2,0,2,0,false
0,0,0,0,0,0,0,0,0,1,1,5,6,1,1,4,8,0,0,0,0,0,4,0,0,1,1,0,0,1,27,31,6,6,0,3,4,0,3,0,20,8,0,15,3,27,31,6,6,0,3,4,0,3,0,20,8,0,15,3,true
0,0,0,0,0,0,0,0,1,0,0,14,21,1,0,31,45,0,0,0,0,0,15,0,0,1,1,0,0,1,89,118,4,1,2,0,14,0,14,1,47,41,0,43,1,107,137,4,1,2,0,16,0,16,1,49,49,0,45,1,false
0,0,0,0,0,0,0,0,1,1,1,2,3,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,15,15,0,0,0,0,1,0,1,0,1,8,0,1,0,15,15,0,0,0,0,1,0,1,0,1,8,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,6,0,0,0,0,1,0,1,0,1,0,0,1,0,5,6,0,0,0,0,1,0,1,0,1,0,0,1,0,false
0.316092,1,1,1,0.174603,0.173077,11,9,1,0,0,9,6,1,1,10,19,0,0,0,0,0,10,0,0,1,1,0,0,1,52,63,6,5,0,2,9,0,9,0,25,14,0,21,3,52,63,6,5,0,2,9,0,9,0,25,14,0,21,3,false
0.309202,6,82,14,0.317181,0.341232,72,72,1,3,3,58,36,27,28,27,39,0,0,0,0,0,8,0,0,1,1,0,0,1,211,227,6,2,6,2,12,1,7,0,12,119,1,7,0,211,227,6,2,6,2,12,1,7,0,12,119,1,7,0,false
0.173619,2,6,2,0.102113,0.120332,29,29,1,2,2,45,13,2,1,39,75,0,0.004348,1,0,0,36,0.004132,1,1,1,0,0,1,229,269,11,32,5,29,36,0,35,0,52,70,0,47,3,241,284,11,32,5,29,40,0,39,0,56,74,0,51,3,false
0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,4,0,0,0,0,0,5,0,0,1,1,0,0,1,14,17,0,0,0,0,4,0,4,0,4,4,0,4,0,14,17,0,0,0,0,4,0,4,0,4,4,0,4,0,false
0,0,0,0,0,0,0,0,1,0,0,27,6,1,1,29,56,0,0,0,0,0,27,0,0,1,1,0,0,1,134,161,6,27,0,24,27,0,26,0,43,28,0,38,3,134,161,6,27,0,24,27,0,26,0,43,28,0,38,3,false
0,0,0,0,0,0,0,0,0,0,0,4,7,1,1,6,9,0,0,0,0,0,4,0,0,1,1,0,0,1,22,27,6,5,0,2,3,0,3,0,19,9,0,15,3,22,27,6,5,0,2,3,0,3,0,19,9,0,15,3,false
0.385135,1,1,1,0.215686,0.214286,11,9,0,0,0,7,6,1,1,10,17,0,0,0,0,0,7,0,0,1,1,0,0,1,42,51,6,9,0,6,7,0,6,0,23,12,0,18,3,42,51,6,9,0,6,7,0,6,0,23,12,0,18,3,false
0,0,0,0,0,0,0,0,0,0,0,3,9,1,1,10,13,0,0,0,0,0,4,0,0,1,1,0,0,1,25,31,7,5,1,2,3,0,3,0,19,10,0,15,3,25,31,7,5,1,2,3,0,3,0,19,10,0,15,3,false
0.730769,1,1,1,0.47619,0.5,10,8,0,0,0,2,6,1,1,5,7,0,0,0,0,0,3,0,0,1,1,0,0,1,16,21,6,4,0,1,2,0,2,0,18,7,0,14,3,16,21,6,4,0,1,2,0,2,0,18,7,0,14,3,false
0.138381,1,1,1,0.125,0.131579,17,15,1,1,1,20,12,2,1,23,42,0,0.009346,1,0,0,19,0.008696,1,1,1,0,0,1,106,127,9,19,3,16,19,0,18,0,35,27,0,30,3,114,136,9,19,3,16,21,0,20,0,37,29,0,32,3,false
1,1,1,1,1,1,11,10,2,0,0,2,3,0,0,0,2,0,0,0,0,0,3,0,0,1,1,0,0,1,10,11,0,0,0,0,2,0,2,0,2,2,0,2,0,10,11,0,0,0,0,2,0,2,0,2,2,0,2,0,false
0.214784,2,6,2,0.126638,0.147959,29,29,1,2,2,34,11,1,0,32,61,0,0.005495,1,0,0,29,0.005076,1,1,1,0,0,1,181,214,10,26,4,23,29,0,28,0,45,55,0,40,3,196,229,10,26,4,23,33,0,32,0,49,58,0,44,3,false
0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,4,0,0,0,0,0,5,0,0,1,1,0,0,1,17,17,0,0,0,0,4,0,4,0,4,3,0,4,0,17,17,0,0,0,0,4,0,4,0,4,3,0,4,0,false
0,0,0,0,0,0,0,0,1,0,0,7,6,1,1,8,15,0,0,0,0,0,7,0,0,1,1,0,0,1,35,42,6,6,0,3,7,0,6,0,23,8,0,18,3,35,42,6,6,0,3,7,0,6,0,23,8,0,18,3,false
0,0,0,0,0,0,0,0,1,1,1,8,8,2,1,7,14,0,0,0,0,0,7,0,0,1,1,0,0,1,44,52,9,7,3,4,7,0,6,1,23,12,0,18,4,50,59,9,7,3,4,9,0,8,1,25,14,0,20,4,false
0,0,0,0,0,0,0,0,2,0,0,2,3,0,0,0,2,0,0,0,0,0,3,0,0,1,1,0,0,1,8,9,0,0,0,0,2,0,2,0,2,2,0,2,0,8,9,0,0,0,0,2,0,2,0,2,2,0,2,0,false
0,0,0,0,0,0,0,0,1,1,1,9,10,2,1,13,21,0,0.019608,1,0,0,8,0.018519,1,1,1,0,0,1,50,61,8,9,2,6,8,0,7,0,24,15,0,19,3,53,64,8,9,2,6,9,0,8,0,25,16,0,20,3,false
0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,3,0,0,11,1,3,0,3,14,0.083333,0.08,4,4,1,11,0.08,4,1,1,3,3,1,46,57,0,1,0,0,11,0,11,0,16,11,0,16,0,46,57,0,1,0,0,11,0,11,0,16,11,0,16,0,false
0.105058,1,4,1,0.125,0.136364,12,12,1,0,0,1,5,0,0,2,3,0,0,0,0,0,1,0,0,2,2,0,0,2,7,9,2,1,0,0,1,0,0,0,2,2,0,1,0,88,96,4,2,2,1,7,0,6,0,19,52,0,18,0,false
0.109091,1,4,1,0.137931,0.148148,12,12,2,4,1,24,3,1,1,1,7,0,0,0,0,0,7,0,0,2,2,0,0,1,81,87,2,1,2,1,6,0,6,0,17,50,0,17,0,81,87,2,1,2,1,6,0,6,0,17,50,0,17,0,false
0,0,0,0,0,0,0,0,0,0,0,3,1,8,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,17,20,3,2,3,2,3,0,3,0,3,6,0,3,0,17,20,3,2,3,2,3,0,3,0,3,6,0,3,0,false
0,0,0,0,0,0,0,0,1,6,3,16,5,64,62,2,7,0,0.054545,3,0,0,4,0.054545,3,0,0,0,0,0,52,63,2,2,2,2,5,0,3,0,5,28,0,3,0,52,63,2,2,2,2,5,0,3,0,5,28,0,3,0,false
0,0,0,0,0,0,0,0,0,0,0,2,4,3,0,1,3,0,0,0,0,0,2,0,0,1,1,3,3,1,11,15,2,1,2,1,2,0,1,0,2,1,0,1,0,14,18,2,1,2,1,3,0,2,0,3,2,0,2,0,false
0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,5,5,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0.098712,2,11,2,0.093333,0.112299,21,21,1,2,2,10,13,6,9,10,17,0,0,0,0,0,7,0.01579,3,1,1,0,0,1,52,64,10,2,10,2,7,0,6,1,7,15,0,6,1,187,225,15,5,15,5,30,0,27,1,30,66,0,27,1,false
0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,2,0,0,0,0,0,2,0,0,1,1,0,0,1,6,7,0,0,0,0,1,0,1,0,1,1,0,1,0,6,7,0,0,0,0,1,0,1,0,1,1,0,1,0,false
0,0,0,0,0,0,0,0,2,2,2,23,7,1,1,8,25,0,0,0,0,0,17,0,0,1,1,0,0,1,92,109,3,1,3,1,17,0,16,0,17,32,0,16,0,92,109,3,1,3,1,17,0,16,0,17,32,0,16,0,false
0.610619,2,11,2,0.446809,0.538462,21,21,1,2,2,12,1,1,3,0,5,0.2,0.071429,3,3,1,4,0.071429,3,0,0,0,0,0,39,47,2,2,2,2,5,0,4,0,5,18,0,4,0,39,47,2,2,2,2,5,0,4,0,5,18,0,4,0,false
0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,0,1,7,9,1,1,1,1,1,0,1,0,1,1,0,1,0,60,77,1,2,1,2,17,0,17,0,17,4,0,17,0,false
0,0,0,0,0,0,0,0,15,0,0,16,2,0,0,0,16,0,0,0,0,0,17,0,0,1,1,0,0,1,53,68,0,1,0,1,16,0,16,0,16,3,0,16,0,53,68,0,1,0,1,16,0,16,0,16,3,0,16,0,false
0.173633,1,4,1,0.144578,0.16,12,12,1,0,0,1,5,0,0,2,3,0,0,0,0,0,1,0,0,2,2,0,0,1,7,9,2,1,0,0,1,0,0,0,2,2,0,1,0,75,83,3,2,1,1,7,0,6,0,19,42,0,18,0,false
0.1843,1,4,1,0.162162,0.176471,12,12,1,5,1,21,3,1,1,1,7,0,0,0,0,0,7,0,0,2,2,0,0,1,68,74,1,1,1,1,6,0,6,0,17,40,0,17,0,68,74,1,1,1,1,6,0,6,0,17,40,0,17,0,false
0,0,0,0,0,0,0,0,1,0,0,1,4,1,0,1,2,0,0,0,0,0,1,0,0,2,2,0,0,2,7,9,2,1,0,0,1,0,0,0,2,2,0,1,0,37,45,3,2,1,1,7,0,6,0,19,12,0,18,0,false
0,0,0,0,0,0,0,0,1,0,0,6,2,1,1,1,7,0,0,0,0,0,7,0,0,2,2,0,0,1,30,36,1,1,1,1,6,0,6,0,17,10,0,17,0,30,36,1,1,1,1,6,0,6,0,17,10,0,17,0,false
0,0,0,0,0,0,0,0,0,0,0,3,2,3,10,1,4,0,0,0,0,0,4,0,0,0,0,1,1,0,13,18,2,2,2,2,3,0,3,1,3,3,0,3,1,21,26,8,2,8,2,3,6,3,1,3,3,6,3,1,false
0,0,0,0,0,0,0,0,1,1,1,20,3,3,5,0,16,0,0,0,0,0,17,0,0,1,1,0,0,1,79,96,4,4,4,4,16,0,16,4,16,27,0,16,4,79,96,4,4,4,4,16,0,16,4,16,27,0,16,4,false
0,0,0,0,0,0,0,0,1,1,1,26,4,24,29,5,18,0,0,0,0,0,14,0,0,0,0,0,0,0,116,131,6,2,6,2,13,0,13,0,13,68,0,13,0,121,136,6,2,6,2,14,0,14,0,14,71,0,14,0,false
0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,7,7,0,0,0,0,1,0,1,0,1,3,0,1,0,false
0,0,0,0,0,0,0,0,1,1,1,3,1,1,8,0,2,0,0,0,0,0,3,0,0,1,1,0,0,1,14,16,3,2,1,0,2,0,2,0,5,4,0,5,1,14,16,3,2,1,0,2,0,2,0,5,4,0,5,1,false
0,0,0,0,0,0,0,0,1,3,3,32,14,1,2,29,41,0.083333,0.020408,3,2,1,11,0.019608,3,2,2,0,0,2,144,165,13,12,6,6,12,0,11,1,24,91,0,21,3,150,171,13,12,6,6,13,0,12,1,25,95,0,22,3,false
0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,8,8,0,0,0,0,1,0,1,0,1,4,0,1,0,8,8,0,0,0,0,1,0,1,0,1,4,0,1,0,false
0,0,0,0,0,0,0,0,1,0,0,8,3,1,3,0,8,0.111111,0.069767,3,3,1,8,0.069767,3,1,1,0,0,1,40,49,4,3,4,3,8,0,8,0,8,16,0,8,0,40,49,4,3,4,3,8,0,8,0,8,16,0,8,0,false
0,0,0,0,0,0,0,0,1,2,2,6,2,3,2,2,5,0,0,0,0,0,3,0,0,0,0,0,0,0,27,33,3,0,3,0,3,0,2,0,3,12,0,2,0,53,64,21,7,3,0,9,0,5,0,115,19,0,26,1,false
0,0,0,0,0,0,0,0,2,0,0,6,3,1,2,2,8,0,0,0,0,0,4,0,0,2,4,0,0,1,26,31,18,7,0,0,6,0,3,0,112,7,0,24,1,26,31,18,7,0,0,6,0,3,0,112,7,0,24,1,false
